investor_sector,project_sector,investor_location,project_location,investor_risk,project_risk,investor_size,project_size,past_return,expected_return,cosine_similarity,suitability_score,final_label
real_estate,tech,riyadh,riyadh,medium,medium,medium,large,0.118,0.118,0.755,4,0
real_estate,agriculture,riyadh,dammam,medium,high,medium,small,0.118,0.153,0.526,1,0
real_estate,agriculture,riyadh,dammam,medium,low,medium,small,0.118,0.165,0.529,3,0
real_estate,agriculture,riyadh,dammam,medium,high,medium,large,0.118,0.171,0.53,1,0
real_estate,agriculture,riyadh,dammam,medium,low,medium,medium,0.118,0.166,0.763,4,0
real_estate,agriculture,riyadh,riyadh,medium,medium,medium,large,0.118,0.191,0.533,4,0
real_estate,agriculture,riyadh,dammam,medium,medium,medium,medium,0.118,0.094,0.499,3,0
real_estate,tech,riyadh,jeddah,medium,medium,medium,medium,0.118,0.114,0.268,3,0
real_estate,tech,riyadh,riyadh,medium,low,medium,small,0.118,0.183,0.303,4,0
real_estate,agriculture,riyadh,dammam,medium,low,medium,small,0.118,0.182,0.532,3,0
real_estate,agriculture,riyadh,jeddah,medium,low,medium,large,0.118,0.197,0.533,3,0
real_estate,agriculture,riyadh,riyadh,medium,medium,medium,small,0.118,0.158,0.057,4,0
real_estate,tech,riyadh,jeddah,medium,medium,medium,large,0.118,0.177,0.301,3,0
real_estate,real_estate,riyadh,dammam,medium,medium,medium,small,0.118,0.096,0.012,4,0
real_estate,agriculture,riyadh,dammam,medium,medium,medium,large,0.118,0.162,0.294,3,0
real_estate,agriculture,riyadh,jeddah,medium,high,medium,large,0.118,0.099,0.258,0,0
real_estate,real_estate,riyadh,dammam,medium,medium,medium,small,0.118,0.121,0.273,5,0
real_estate,real_estate,riyadh,jeddah,medium,low,medium,large,0.118,0.182,0.073,5,0
real_estate,tech,riyadh,riyadh,medium,medium,medium,small,0.118,0.194,0.307,4,0
real_estate,real_estate,riyadh,dammam,medium,medium,medium,large,0.118,0.211,0.533,5,0
real_estate,tech,riyadh,jeddah,medium,medium,medium,small,0.118,0.138,0.282,3,0
real_estate,agriculture,riyadh,jeddah,medium,medium,medium,small,0.118,0.101,0.26,2,0
real_estate,agriculture,riyadh,jeddah,medium,medium,medium,large,0.118,0.181,0.072,3,0
real_estate,agriculture,riyadh,riyadh,medium,high,medium,medium,0.118,0.15,0.526,3,0
real_estate,agriculture,riyadh,jeddah,medium,medium,medium,small,0.118,0.169,0.53,3,0
real_estate,tech,riyadh,riyadh,medium,medium,medium,medium,0.118,0.186,0.304,5,0
real_estate,tech,riyadh,dammam,medium,medium,medium,small,0.118,0.093,0.01,2,0
real_estate,real_estate,riyadh,dammam,medium,medium,medium,medium,0.118,0.201,0.309,6,0
real_estate,tech,riyadh,riyadh,medium,high,medium,large,0.118,0.152,0.053,2,0
real_estate,agriculture,riyadh,jeddah,medium,high,medium,small,0.118,0.089,0.739,0,0
real_estate,tech,riyadh,dammam,medium,low,medium,small,0.118,0.141,0.523,3,0
real_estate,agriculture,riyadh,dammam,medium,low,medium,medium,0.118,0.081,0.245,3,0
real_estate,agriculture,riyadh,dammam,medium,high,medium,medium,0.118,0.173,0.531,2,0
real_estate,tech,riyadh,riyadh,medium,medium,medium,large,0.118,0.117,0.27,3,0
real_estate,real_estate,riyadh,dammam,medium,high,medium,medium,0.118,0.206,0.31,4,0
real_estate,agriculture,riyadh,jeddah,medium,medium,medium,large,0.118,0.101,0.26,2,0
real_estate,tech,riyadh,riyadh,medium,medium,medium,small,0.118,0.159,0.058,4,0
real_estate,tech,riyadh,riyadh,medium,medium,medium,small,0.118,0.187,0.076,4,0
real_estate,tech,riyadh,riyadh,medium,high,medium,medium,0.118,0.181,0.302,3,0
real_estate,real_estate,riyadh,jeddah,medium,medium,medium,small,0.118,0.112,0.51,4,0
real_estate,tech,riyadh,jeddah,medium,medium,medium,small,0.118,0.115,0.269,2,0
real_estate,real_estate,riyadh,riyadh,medium,high,medium,medium,0.118,0.191,0.079,5,0
real_estate,agriculture,riyadh,riyadh,medium,low,medium,small,0.118,0.116,0.996,3,1
real_estate,agriculture,riyadh,dammam,medium,low,medium,medium,0.118,0.136,0.281,4,0
real_estate,real_estate,riyadh,riyadh,medium,high,medium,medium,0.118,0.176,0.069,5,0
real_estate,tech,riyadh,jeddah,medium,low,medium,medium,0.118,0.152,0.053,4,0
real_estate,real_estate,riyadh,jeddah,medium,medium,medium,small,0.118,0.121,0.273,5,0
real_estate,tech,riyadh,dammam,medium,medium,medium,medium,0.118,0.175,0.068,4,0
real_estate,real_estate,riyadh,riyadh,medium,low,medium,medium,0.118,0.201,0.533,7,1
real_estate,tech,riyadh,dammam,medium,medium,medium,large,0.118,0.15,0.052,3,0
real_estate,real_estate,riyadh,jeddah,medium,high,medium,small,0.118,0.132,0.279,3,0
real_estate,real_estate,riyadh,riyadh,medium,medium,medium,small,0.118,0.174,0.068,6,0
real_estate,agriculture,riyadh,riyadh,medium,low,medium,small,0.118,0.119,0.513,4,0
real_estate,agriculture,riyadh,riyadh,medium,high,medium,small,0.118,0.123,0.274,2,0
real_estate,real_estate,riyadh,jeddah,medium,high,medium,small,0.118,0.13,0.518,3,0
real_estate,real_estate,riyadh,jeddah,medium,medium,medium,medium,0.118,0.125,0.516,6,0
real_estate,tech,riyadh,dammam,medium,medium,medium,small,0.118,0.117,0.27,2,0
real_estate,tech,riyadh,riyadh,medium,high,medium,small,0.118,0.098,0.501,1,0
real_estate,agriculture,riyadh,dammam,medium,low,medium,small,0.118,0.125,0.275,3,0
real_estate,tech,riyadh,jeddah,medium,medium,medium,large,0.118,0.142,0.285,3,0
real_estate,real_estate,riyadh,dammam,medium,low,medium,large,0.118,0.091,0.252,4,0
real_estate,tech,riyadh,riyadh,medium,medium,medium,medium,0.118,0.163,0.529,5,0
real_estate,agriculture,riyadh,jeddah,medium,medium,medium,medium,0.118,0.158,0.292,4,0
real_estate,real_estate,riyadh,riyadh,medium,high,medium,small,0.118,0.085,0.248,3,0
real_estate,real_estate,riyadh,jeddah,medium,medium,medium,large,0.118,0.192,0.306,5,0
real_estate,tech,riyadh,jeddah,medium,medium,medium,medium,0.118,0.171,0.763,4,0
real_estate,tech,riyadh,dammam,medium,medium,medium,medium,0.118,0.088,0.25,3,0
real_estate,real_estate,riyadh,jeddah,medium,high,medium,medium,0.118,0.121,0.273,4,0
real_estate,tech,riyadh,riyadh,medium,medium,medium,large,0.118,0.114,0.753,3,0
real_estate,tech,riyadh,jeddah,medium,medium,medium,small,0.118,0.183,0.074,3,0
real_estate,tech,riyadh,dammam,medium,medium,medium,small,0.118,0.083,0.247,2,0
real_estate,agriculture,riyadh,jeddah,medium,medium,medium,large,0.118,0.085,0.248,2,0
real_estate,real_estate,riyadh,dammam,medium,low,medium,small,0.118,0.192,0.306,5,0
tech,real_estate,riyadh,dammam,high,low,large,large,0.089,0.08,0.249,3,0
tech,agriculture,riyadh,riyadh,high,high,large,small,0.089,0.172,0.5,4,0
tech,tech,riyadh,dammam,high,high,large,small,0.089,0.193,0.263,5,0
tech,agriculture,riyadh,jeddah,high,medium,large,medium,0.089,0.16,0.263,3,0
tech,tech,riyadh,jeddah,high,medium,large,small,0.089,0.136,0.505,5,0
tech,real_estate,riyadh,dammam,high,low,large,small,0.089,0.157,0.503,3,0
tech,agriculture,riyadh,dammam,high,medium,large,small,0.089,0.201,0.72,3,0
tech,agriculture,riyadh,riyadh,high,medium,large,small,0.089,0.139,0.018,4,0
tech,tech,riyadh,dammam,high,medium,large,small,0.089,0.128,0.26,5,0
tech,tech,riyadh,riyadh,high,low,large,small,0.089,0.15,0.263,6,0
tech,agriculture,riyadh,riyadh,high,low,large,small,0.089,0.202,0.034,4,0
tech,agriculture,riyadh,jeddah,high,medium,large,medium,0.089,0.173,0.5,3,0
tech,agriculture,riyadh,jeddah,high,medium,large,medium,0.089,0.109,0.257,3,0
tech,real_estate,riyadh,riyadh,high,high,large,large,0.089,0.13,0.506,5,0
tech,tech,riyadh,riyadh,high,low,large,small,0.089,0.173,0.5,6,0
tech,real_estate,riyadh,jeddah,high,high,large,medium,0.089,0.08,0.249,2,0
tech,tech,riyadh,jeddah,high,medium,large,medium,0.089,0.18,0.498,5,0
tech,agriculture,riyadh,jeddah,high,medium,large,large,0.089,0.085,0.251,3,0
tech,agriculture,riyadh,riyadh,high,low,large,small,0.089,0.177,0.264,4,0
tech,tech,riyadh,jeddah,high,low,large,medium,0.089,0.128,0.751,5,1
tech,tech,riyadh,riyadh,high,medium,large,large,0.089,0.139,0.261,7,0
tech,agriculture,riyadh,riyadh,high,high,large,medium,0.089,0.178,0.499,4,0
tech,agriculture,riyadh,riyadh,high,medium,large,small,0.089,0.124,0.752,4,0
tech,agriculture,riyadh,riyadh,high,medium,large,small,0.089,0.118,0.505,4,0
tech,agriculture,riyadh,dammam,high,high,large,small,0.089,0.215,0.486,3,0
tech,real_estate,riyadh,jeddah,high,medium,large,medium,0.089,0.147,0.504,3,0
tech,tech,riyadh,dammam,high,medium,large,large,0.089,0.206,0.262,6,0
tech,tech,riyadh,riyadh,high,medium,large,large,0.089,0.118,0.505,7,1
tech,agriculture,riyadh,dammam,high,high,large,small,0.089,0.153,0.504,3,0
tech,agriculture,riyadh,dammam,high,low,large,small,0.089,0.165,0.025,3,0
tech,agriculture,riyadh,dammam,high,high,large,large,0.089,0.171,0.737,4,0
tech,agriculture,riyadh,dammam,high,low,large,medium,0.089,0.166,0.501,3,0
tech,agriculture,riyadh,riyadh,high,medium,large,large,0.089,0.191,0.495,5,0
tech,agriculture,riyadh,dammam,high,medium,large,medium,0.089,0.094,0.253,3,0
tech,tech,riyadh,jeddah,high,medium,large,medium,0.089,0.114,0.999,5,1
tech,tech,riyadh,riyadh,high,low,large,small,0.089,0.183,0.731,6,1
tech,agriculture,riyadh,dammam,high,low,large,small,0.089,0.182,0.263,3,0
tech,agriculture,riyadh,jeddah,high,low,large,large,0.089,0.197,0.263,4,0
tech,agriculture,riyadh,riyadh,high,medium,large,small,0.089,0.158,0.743,4,0
tech,tech,riyadh,jeddah,high,medium,large,large,0.089,0.177,0.499,6,0
tech,real_estate,riyadh,dammam,high,medium,large,small,0.089,0.096,0.502,3,0
tech,agriculture,riyadh,dammam,high,medium,large,large,0.089,0.162,0.502,4,0
tech,agriculture,riyadh,jeddah,high,high,large,large,0.089,0.099,0.503,4,0
tech,real_estate,riyadh,dammam,high,medium,large,small,0.089,0.121,0.259,3,0
tech,real_estate,riyadh,jeddah,high,low,large,large,0.089,0.182,0.263,4,0
tech,tech,riyadh,riyadh,high,medium,large,small,0.089,0.194,0.032,6,0
tech,real_estate,riyadh,dammam,high,medium,large,large,0.089,0.211,0.036,4,0
tech,tech,riyadh,jeddah,high,medium,large,small,0.089,0.138,0.017,5,0
tech,agriculture,riyadh,jeddah,high,medium,large,small,0.089,0.101,0.255,3,0
tech,agriculture,riyadh,jeddah,high,medium,large,large,0.089,0.181,0.263,4,0
tech,agriculture,riyadh,riyadh,high,high,large,medium,0.089,0.15,0.021,4,0
tech,agriculture,riyadh,jeddah,high,medium,large,small,0.089,0.169,0.738,3,0
tech,tech,riyadh,riyadh,high,medium,large,medium,0.089,0.186,0.263,6,0
tech,tech,riyadh,dammam,high,medium,large,small,0.089,0.093,0.253,5,0
tech,real_estate,riyadh,dammam,high,medium,large,medium,0.089,0.201,0.263,3,0
tech,tech,riyadh,riyadh,high,high,large,large,0.089,0.152,0.263,7,0
tech,agriculture,riyadh,jeddah,high,high,large,small,0.089,0.089,0.003,3,0
tech,tech,riyadh,dammam,high,low,large,small,0.089,0.141,0.018,5,0
tech,agriculture,riyadh,dammam,high,low,large,medium,0.089,0.081,0.498,2,0
tech,agriculture,riyadh,dammam,high,high,large,medium,0.089,0.173,0.263,3,0
tech,tech,riyadh,riyadh,high,medium,large,large,0.089,0.117,0.011,7,0
tech,real_estate,riyadh,dammam,high,high,large,medium,0.089,0.206,0.49,3,0
tech,agriculture,riyadh,jeddah,high,medium,large,large,0.089,0.101,0.006,4,0
tech,tech,riyadh,riyadh,high,medium,large,small,0.089,0.159,0.263,6,0
tech,tech,riyadh,riyadh,high,medium,large,small,0.089,0.187,0.263,6,0
tech,tech,riyadh,riyadh,high,high,large,medium,0.089,0.181,0.263,6,0
tech,real_estate,riyadh,jeddah,high,medium,large,small,0.089,0.112,0.257,3,0
tech,tech,riyadh,jeddah,high,medium,large,small,0.089,0.115,0.752,5,1
tech,real_estate,riyadh,riyadh,high,high,large,medium,0.089,0.191,0.726,4,0
tech,agriculture,riyadh,riyadh,high,low,large,small,0.089,0.116,0.258,4,0
tech,agriculture,riyadh,dammam,high,low,large,medium,0.089,0.136,0.505,3,0
tech,real_estate,riyadh,riyadh,high,high,large,medium,0.089,0.176,0.028,4,0
tech,tech,riyadh,jeddah,high,low,large,medium,0.089,0.152,0.745,5,1
tech,real_estate,riyadh,jeddah,high,medium,large,small,0.089,0.121,0.259,3,0
tech,tech,riyadh,dammam,high,medium,large,medium,0.089,0.175,0.499,5,0
tech,real_estate,riyadh,riyadh,high,low,large,medium,0.089,0.201,0.263,4,0
tech,tech,riyadh,dammam,high,medium,large,large,0.089,0.15,0.263,6,0
tech,real_estate,riyadh,jeddah,high,high,large,small,0.089,0.132,0.505,3,0
tech,real_estate,riyadh,riyadh,high,medium,large,small,0.089,0.174,0.264,4,0
tech,agriculture,riyadh,riyadh,high,low,large,small,0.089,0.119,0.259,4,0
tech,agriculture,riyadh,riyadh,high,high,large,small,0.089,0.123,0.505,4,0
tech,real_estate,riyadh,jeddah,high,high,large,small,0.089,0.13,0.015,3,0
tech,real_estate,riyadh,jeddah,high,medium,large,medium,0.089,0.125,0.751,3,0
tech,tech,riyadh,dammam,high,medium,large,small,0.089,0.117,0.752,5,1
tech,tech,riyadh,riyadh,high,high,large,small,0.089,0.098,0.254,6,0
tech,agriculture,riyadh,dammam,high,low,large,small,0.089,0.125,0.505,3,0
tech,tech,riyadh,jeddah,high,medium,large,large,0.089,0.142,0.262,6,0
tech,real_estate,riyadh,dammam,high,low,large,large,0.089,0.091,0.252,4,0
tech,tech,riyadh,riyadh,high,medium,large,medium,0.089,0.163,0.024,6,0
tech,agriculture,riyadh,jeddah,high,medium,large,medium,0.089,0.158,0.263,3,0
tech,real_estate,riyadh,riyadh,high,high,large,small,0.089,0.085,0.251,3,0
tech,real_estate,riyadh,jeddah,high,medium,large,large,0.089,0.192,0.494,4,0
tech,tech,riyadh,jeddah,high,medium,large,medium,0.089,0.171,0.263,5,0
tech,tech,riyadh,dammam,high,medium,large,medium,0.089,0.088,0.251,4,0
tech,real_estate,riyadh,jeddah,high,high,large,medium,0.089,0.121,0.505,3,0
tech,tech,riyadh,riyadh,high,medium,large,large,0.089,0.114,0.01,7,0
tech,tech,riyadh,jeddah,high,medium,large,small,0.089,0.183,0.497,5,0
tech,tech,riyadh,dammam,high,medium,large,small,0.089,0.083,0.499,4,0
tech,agriculture,riyadh,jeddah,high,medium,large,large,0.089,0.085,0.251,3,0
tech,real_estate,riyadh,dammam,high,low,large,small,0.089,0.192,0.032,3,0
agriculture,real_estate,jeddah,dammam,low,low,large,large,0.133,0.08,0.481,3,0
agriculture,agriculture,jeddah,riyadh,low,high,large,small,0.133,0.172,0.999,3,1
agriculture,tech,jeddah,dammam,low,high,large,small,0.133,0.193,0.549,1,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,medium,0.133,0.16,0.538,4,0
agriculture,tech,jeddah,jeddah,low,medium,large,small,0.133,0.136,0.525,2,0
agriculture,real_estate,jeddah,dammam,low,low,large,small,0.133,0.157,0.073,3,0
agriculture,agriculture,jeddah,dammam,low,medium,large,small,0.133,0.201,0.771,3,0
agriculture,agriculture,jeddah,riyadh,low,medium,large,small,0.133,0.139,0.057,3,0
agriculture,tech,jeddah,dammam,low,medium,large,small,0.133,0.128,0.52,0,0
agriculture,tech,jeddah,riyadh,low,low,large,small,0.133,0.15,0.067,3,0
agriculture,agriculture,jeddah,riyadh,low,low,large,small,0.133,0.202,0.33,5,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,medium,0.133,0.173,0.315,4,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,medium,0.133,0.109,0.267,3,0
agriculture,real_estate,jeddah,riyadh,low,high,large,large,0.133,0.13,0.285,1,0
agriculture,tech,jeddah,riyadh,low,low,large,small,0.133,0.173,0.543,3,0
agriculture,real_estate,jeddah,jeddah,low,high,large,medium,0.133,0.08,0.481,1,0
agriculture,tech,jeddah,jeddah,low,medium,large,medium,0.133,0.18,0.319,2,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,large,0.133,0.085,0.726,4,0
agriculture,agriculture,jeddah,riyadh,low,low,large,small,0.133,0.177,0.317,5,0
agriculture,tech,jeddah,jeddah,low,low,large,medium,0.133,0.128,0.283,3,0
agriculture,tech,jeddah,riyadh,low,medium,large,large,0.133,0.139,0.292,2,0
agriculture,agriculture,jeddah,riyadh,low,high,large,medium,0.133,0.178,0.318,3,0
agriculture,agriculture,jeddah,riyadh,low,medium,large,small,0.133,0.124,0.28,2,0
agriculture,agriculture,jeddah,riyadh,low,medium,large,small,0.133,0.118,0.037,2,0
agriculture,agriculture,jeddah,dammam,low,high,large,small,0.133,0.215,0.336,3,0
agriculture,real_estate,jeddah,jeddah,low,medium,large,medium,0.133,0.147,0.298,2,0
agriculture,tech,jeddah,dammam,low,medium,large,large,0.133,0.206,0.332,2,0
agriculture,tech,jeddah,riyadh,low,medium,large,large,0.133,0.118,0.513,1,0
agriculture,agriculture,jeddah,dammam,low,high,large,small,0.133,0.153,0.302,3,0
agriculture,agriculture,jeddah,dammam,low,low,large,small,0.133,0.165,0.31,5,0
agriculture,agriculture,jeddah,dammam,low,high,large,large,0.133,0.171,0.314,4,0
agriculture,agriculture,jeddah,dammam,low,low,large,medium,0.133,0.166,0.081,5,0
agriculture,agriculture,jeddah,riyadh,low,medium,large,large,0.133,0.191,0.101,4,0
agriculture,agriculture,jeddah,dammam,low,medium,large,medium,0.133,0.094,0.014,2,0
agriculture,tech,jeddah,jeddah,low,medium,large,medium,0.133,0.114,0.51,1,0
agriculture,tech,jeddah,riyadh,low,low,large,small,0.133,0.183,0.321,3,0
agriculture,agriculture,jeddah,dammam,low,low,large,small,0.133,0.182,0.772,5,1
agriculture,agriculture,jeddah,jeddah,low,low,large,large,0.133,0.197,0.106,7,0
agriculture,agriculture,jeddah,riyadh,low,medium,large,small,0.133,0.158,0.537,3,0
agriculture,tech,jeddah,jeddah,low,medium,large,large,0.133,0.177,0.544,3,0
agriculture,real_estate,jeddah,dammam,low,medium,large,small,0.133,0.096,0.256,0,0
agriculture,agriculture,jeddah,dammam,low,medium,large,large,0.133,0.162,1.0,4,1
agriculture,agriculture,jeddah,jeddah,low,high,large,large,0.133,0.099,0.738,4,0
agriculture,real_estate,jeddah,dammam,low,medium,large,small,0.133,0.121,0.278,0,0
agriculture,real_estate,jeddah,jeddah,low,low,large,large,0.133,0.182,0.32,5,0
agriculture,tech,jeddah,riyadh,low,medium,large,small,0.133,0.194,0.326,1,0
agriculture,real_estate,jeddah,dammam,low,medium,large,large,0.133,0.211,0.117,2,0
agriculture,tech,jeddah,jeddah,low,medium,large,small,0.133,0.138,0.291,2,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,small,0.133,0.101,0.5,3,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,large,0.133,0.181,0.546,5,0
agriculture,agriculture,jeddah,riyadh,low,high,large,medium,0.133,0.15,0.3,3,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,small,0.133,0.169,0.312,4,0
agriculture,tech,jeddah,riyadh,low,medium,large,medium,0.133,0.186,0.322,1,0
agriculture,tech,jeddah,dammam,low,medium,large,small,0.133,0.093,0.493,0,0
agriculture,real_estate,jeddah,dammam,low,medium,large,medium,0.133,0.201,0.33,1,0
agriculture,tech,jeddah,riyadh,low,high,large,large,0.133,0.152,0.534,2,0
agriculture,agriculture,jeddah,jeddah,low,high,large,small,0.133,0.089,0.249,3,0
agriculture,tech,jeddah,dammam,low,low,large,small,0.133,0.141,0.059,3,0
agriculture,agriculture,jeddah,dammam,low,low,large,medium,0.133,0.081,0.241,4,0
agriculture,agriculture,jeddah,dammam,low,high,large,medium,0.133,0.173,0.771,3,0
agriculture,tech,jeddah,riyadh,low,medium,large,large,0.133,0.117,0.036,1,0
agriculture,real_estate,jeddah,dammam,low,high,large,medium,0.133,0.206,0.332,1,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,large,0.133,0.101,0.26,4,0
agriculture,tech,jeddah,riyadh,low,medium,large,small,0.133,0.159,0.306,1,0
agriculture,tech,jeddah,riyadh,low,medium,large,small,0.133,0.187,0.323,1,0
agriculture,tech,jeddah,riyadh,low,high,large,medium,0.133,0.181,0.772,1,0
agriculture,real_estate,jeddah,jeddah,low,medium,large,small,0.133,0.112,0.748,1,0
agriculture,tech,jeddah,jeddah,low,medium,large,small,0.133,0.115,0.511,1,0
agriculture,real_estate,jeddah,riyadh,low,high,large,medium,0.133,0.191,0.772,1,0
agriculture,agriculture,jeddah,riyadh,low,low,large,small,0.133,0.116,0.273,4,0
agriculture,agriculture,jeddah,dammam,low,low,large,medium,0.133,0.136,0.761,5,1
agriculture,real_estate,jeddah,riyadh,low,high,large,medium,0.133,0.176,0.089,1,0
agriculture,tech,jeddah,jeddah,low,low,large,medium,0.133,0.152,0.767,4,0
agriculture,real_estate,jeddah,jeddah,low,medium,large,small,0.133,0.121,0.515,1,0
agriculture,tech,jeddah,dammam,low,medium,large,medium,0.133,0.175,0.771,1,0
agriculture,real_estate,jeddah,riyadh,low,low,large,medium,0.133,0.201,0.33,3,0
agriculture,tech,jeddah,dammam,low,medium,large,large,0.133,0.15,0.3,2,0
agriculture,real_estate,jeddah,jeddah,low,high,large,small,0.133,0.132,0.523,1,0
agriculture,real_estate,jeddah,riyadh,low,medium,large,small,0.133,0.174,0.543,1,0
agriculture,agriculture,jeddah,riyadh,low,low,large,small,0.133,0.119,0.038,4,0
agriculture,agriculture,jeddah,riyadh,low,high,large,small,0.133,0.123,0.992,2,1
agriculture,real_estate,jeddah,jeddah,low,high,large,small,0.133,0.13,0.048,1,0
agriculture,real_estate,jeddah,jeddah,low,medium,large,medium,0.133,0.125,0.281,1,0
agriculture,tech,jeddah,dammam,low,medium,large,small,0.133,0.117,0.513,0,0
agriculture,tech,jeddah,riyadh,low,high,large,small,0.133,0.098,0.258,0,0
agriculture,agriculture,jeddah,dammam,low,low,large,small,0.133,0.125,0.518,4,0
agriculture,tech,jeddah,jeddah,low,medium,large,large,0.133,0.142,0.294,3,0
agriculture,real_estate,jeddah,dammam,low,low,large,large,0.133,0.091,0.251,3,0
agriculture,tech,jeddah,riyadh,low,medium,large,medium,0.133,0.163,0.309,1,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,medium,0.133,0.158,0.074,4,0
agriculture,real_estate,jeddah,riyadh,low,high,large,small,0.133,0.085,0.486,0,0
agriculture,real_estate,jeddah,jeddah,low,medium,large,large,0.133,0.192,0.102,3,0
agriculture,tech,jeddah,jeddah,low,medium,large,medium,0.133,0.171,0.314,2,0
agriculture,tech,jeddah,dammam,low,medium,large,medium,0.133,0.088,0.008,0,0
agriculture,real_estate,jeddah,jeddah,low,high,large,medium,0.133,0.121,0.278,1,0
agriculture,tech,jeddah,riyadh,low,medium,large,large,0.133,0.114,0.51,1,0
agriculture,tech,jeddah,jeddah,low,medium,large,small,0.133,0.183,0.772,2,0
agriculture,tech,jeddah,dammam,low,medium,large,small,0.133,0.083,0.243,0,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,large,0.133,0.085,0.486,4,0
agriculture,real_estate,jeddah,dammam,low,low,large,small,0.133,0.192,0.102,3,0
agriculture,real_estate,jeddah,dammam,low,low,large,large,0.117,0.08,0.244,3,0
agriculture,agriculture,jeddah,riyadh,low,high,large,small,0.117,0.172,0.065,3,0
agriculture,tech,jeddah,dammam,low,high,large,small,0.117,0.193,0.532,1,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,medium,0.117,0.16,0.528,4,0
agriculture,tech,jeddah,jeddah,low,medium,large,small,0.117,0.136,0.281,2,0
agriculture,real_estate,jeddah,dammam,low,low,large,small,0.117,0.157,0.291,3,0
agriculture,agriculture,jeddah,dammam,low,medium,large,small,0.117,0.201,0.083,3,0
agriculture,agriculture,jeddah,riyadh,low,medium,large,small,0.117,0.139,0.761,3,0
agriculture,tech,jeddah,dammam,low,medium,large,small,0.117,0.128,0.276,1,0
agriculture,tech,jeddah,riyadh,low,low,large,small,0.117,0.15,0.525,3,0
agriculture,agriculture,jeddah,riyadh,low,low,large,small,0.117,0.202,0.532,5,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,medium,0.117,0.173,0.53,4,0
agriculture,agriculture,jeddah,jeddah,low,medium,large,medium,0.117,0.109,0.508,3,0
agriculture,real_estate,jeddah,riyadh,low,high,large,large,0.117,0.13,0.518,2,0
agriculture,tech,jeddah,riyadh,low,low,large,small,0.117,0.173,0.298,3,0
agriculture,real_estate,jeddah,jeddah,low,high,large,medium,0.117,0.08,0.489,1,0
